brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price,used_price
Apple,iOS,3.33,no,no,8,1.2,32,4,205,25,2014,541,247.7,123.84
Apple,iOS,23.97,yes,no,8,1.2,16,4,7340,437,2014,914,439.97,132.14
Apple,iOS,19.21,yes,no,5,1.2,16,4,6470,331,2014,719,400.11,160
Apple,iOS,13.49,yes,no,8,1.2,16,4,2915,172,2014,1082,420.29,126.09
Apple,iOS,11.27,yes,no,8,1.2,16,4,1810,129,2014,877,361.5,108.32
Apple,iOS,23.97,yes,no,5,1.2,16,4,8600,469,2013,995,349.7,105.04
Apple,iOS,19.21,yes,no,5,1.2,16,4,6470,331,2013,945,270.81,81.21
Apple,iOS,10.16,yes,no,8,1.2,16,4,1560,112,2013,1070,330.31,98.94
Apple,iOS,10.16,yes,no,8,1.2,32,4,1510,132,2013,712,299.81,119.86
Others,Android,21.43,yes,no,8,16,128,4,3400,166,2019,399,297.92,191.34
Others,Android,28.73,yes,no,8,5,32,4,5000,214,2019,317,150.95,98.09
Others,Android,19.37,yes,no,8,5,64,4,3000,162,2019,257,129.5,91.32
Others,Android,23.97,yes,no,8,5,32,4,2800,150,2019,499,100.02,50.04
Others,Android,12.7,yes,no,8,2,16,4,4000,210,2018,516,148.73,74.51
Others,Android,24.29,yes,no,13,5,128,4,3100,170,2017,635,300.28,120.08
Others,Android,13.02,yes,no,13,16,128,4,3000,155,2017,783,400.11,160.12
Others,Android,25.56,yes,no,13,5,64,4,6600,510,2017,727,300.03,120.04
Others,Android,13.02,yes,no,13,16,64,4,2950,155,2017,769,349.87,139.93
Others,Android,13.02,yes,no,8,5,16,4,3000,130,2017,665,251.05,100.21
Others,Android,13.49,yes,no,13,5,32,4,3000,167.5,2017,604,200.97,80.48
Others,Android,12.7,yes,no,8,3,32,4,3500,223,2017,669,170.73,68.24
Others,Android,13.49,yes,no,13,5,16,4,3000,167.5,2017,624,183.32,73.33
Others,Android,12.7,yes,no,13,5,16,4,2400,160,2017,773,129.4,51.63
Others,Android,13.49,yes,no,20.7,8,64,4,2950,193,2016,608,249.62,99.88
Others,Android,12.7,yes,no,13,5,32,4,2100,154,2015,594,138.99,69.51
Others,Android,12.7,yes,no,8,2,32,4,2000,160,2014,565,150.44,75.22
Others,Android,12.7,yes,no,16,8,16,4,2700,142,2014,1007,199.31,59.78
Others,Windows,10.16,no,no,5,2,16,4,1700,150,2014,951,77.3,23.29
Others,Android,20.32,yes,no,5,2,32,4,3500,150,2014,872,278.79,83.73
Others,Android,15.88,no,no,8,2,16,4,2800,232,2014,714,240.07,96.1
Others,Android,12.7,no,no,8,2,32,4,2000,140,2014,551,241.01,120.84
Others,Android,10.16,no,no,5,0.3,16,4,1400,115,2014,676,118.44,47.32
Others,Android,12.7,yes,no,8,2,32,4,2000,160,2014,985,279.39,83.78
Others,Android,10.95,yes,no,5,0.3,16,4,1850,140,2014,691,229.86,91.84
Asus,Android,19.37,yes,no,,8,32,4,4000,165,2019,524,299.27,149.68
Asus,Android,19.37,yes,no,,8,64,4,4000,165,2019,397,310.53,201.16
Asus,Android,19.84,yes,no,13,8,32,4,4000,150,2018,575,120,59.73
Asus,Android,19.84,yes,no,13,5,16,4,3000,140,2018,370,80.32,50.99
Asus,Android,15.24,yes,no,13,8,128,4,4000,200,2018,535,949.27,474.64
Asus,Android,13.49,yes,no,13,5,32,4,3000,140,2018,667,101.54,40.72
Asus,Android,28.42,yes,no,13,8,64,4,5000,180,2018,386,160,102.44
Asus,Android,15.56,yes,no,13,8,256,4,3300,165,2018,482,501.29,250.58
Asus,Android,15.56,yes,no,13,8,64,4,3300,165,2018,438,399.56,199.77
Asus,Android,15.24,yes,no,13,8,64,4,3300,168,2018,511,250.59,125.22
Asus,Android,13.49,yes,no,13,8,32,4,4000,150,2018,516,159.32,79.71
Asus,Android,13.81,yes,no,13,8,64,4,4130,160,2017,585,249.05,124.53
Asus,Android,13.49,yes,no,13,8,64,4,3600,175,2017,592,389.3,194.68
Asus,Android,13.49,yes,no,13,8,64,4,3300,165,2017,722,399.95,159.91
Asus,Android,13.49,yes,no,13,13,16,4,3000,144,2017,708,179.78,72.07
Asus,Android,13.49,yes,no,13,13,32,4,3000,144,2017,781,151.54,60.62
Asus,Android,13.49,yes,no,16,8,64,4,3000,147,2017,868,248.85,74.78
Asus,Android,13.49,yes,no,16,8,64,4,3000,144,2017,818,288.91,86.63
Asus,Android,13.02,yes,no,13,8,32,4,4100,156,2017,542,181.7,90.91
Asus,Android,13.49,yes,no,13,8,32,4,5000,181,2017,754,220.61,88.18
Asus,Android,13.49,yes,no,16,16,32,4,5000,181,2017,797,248.12,99.15
Asus,Android,13.49,yes,no,13,8,32,4,5000,181,2017,612,270.5,108.13
Asus,Android,19.21,yes,no,13,5,64,4,4680,168,2017,847,300.24,90.07
Asus,Android,13.49,yes,no,13,5,16,4,3000,168,2017,755,117.86,47.12
Asus,Android,12.7,yes,no,13,5,16,4,2650,120,2017,617,149.63,60.01
Asus,Android,13.02,yes,no,13,8,32,4,5000,175,2017,858,179.98,53.88
Asus,Android,23.97,yes,no,8,5,32,4,7800,490,2017,588,400.73,200.26
Asus,Android,13.81,yes,no,23,8,64,4,3300,170,2017,796,440.95,176.55
Asus,Android,13.49,yes,no,13,13,32,4,5000,170,2017,582,320.1,160.11
Asus,Android,16.67,no,no,5,2,32,4,3480,270,2016,835,121.03,36.12
Asus,Android,19.21,yes,no,8,2,32,4,4680,320,2016,1055,279.85,84
Asus,Android,12.7,yes,no,13,5,16,4,2600,150,2016,981,129.14,38.77
Asus,Android,13.49,yes,no,16,8,32,4,4100,175,2016,862,189.07,56.51
Asus,Android,13.49,yes,no,16,8,64,4,3000,151,2016,801,280.54,84.13
Asus,Android,23.97,yes,no,8,5,32,4,7800,490,2016,566,298.04,149.02
Asus,Android,8.73,no,no,13,5,16,4,341,48,2016,571,230.68,115.41
Asus,Android,23.97,no,no,8,5,32,4,5900,430,2016,1063,338.89,101.76
Asus,Android,13.02,yes,no,13,5,32,4,4130,148,2016,927,229.64,68.9
Asus,Android,13.49,yes,no,13,8,16,4,3000,150,2016,669,160.51,64.31
Asus,Android,13.02,yes,no,16,8,64,4,2600,144,2016,553,281.22,140.6
Asus,Android,13.02,yes,no,13,5,32,4,4100,158.4,2016,599,208.06,103.94
Asus,Android,16.51,yes,no,23,8,32,4,4600,233,2016,980,299.19,89.66
Asus,Android,13.81,yes,no,23,8,64,4,3000,170,2016,676,230.05,92.07
Asus,Android,13.49,yes,no,16,8,64,4,3000,155,2016,578,329.4,164.5
Asus,Android,13.49,yes,no,13,5,32,4,5000,202,2016,928,170.86,51.33
Asus,Android,10.95,yes,no,8,2,32,4,2070,135,2016,866,107.91,32.26
Asus,Android,10.95,no,no,5,0.3,32,4,2070,125,2016,545,90.36,45.14
Asus,Android,13.49,yes,no,8,5,16,4,3010,160,2016,1003,150.43,45.18
Asus,Android,12.7,yes,no,8,5,16,4,2500,153,2016,624,110.05,44.14
Asus,Android,10.95,no,no,5,0.3,32,4,1600,133.5,2015,727,71.1,28.25
Asus,Android,12.7,no,no,8,2,16,4,2070,140,2016,571,158.77,79.3
Asus,Android,12.54,no,no,10.5,5,16,4,400,170,2015,1014,151.11,45.34
Asus,Android,9.68,no,no,10.5,5,16,4,300,170,2015,547,149.3,74.59
Asus,Android,12.54,no,no,5,2,16,4,370,75,2014,775,100.73,40.38
Asus,Android,13.49,yes,no,13,5,16,4,3000,170.1,2015,862,179.68,53.7
Asus,Android,13.49,yes,no,13,5,32,4,3000,185,2015,700,250.81,100.36
Asus,Android,25.56,no,no,5,2,32,4,4890,510,2015,999,160.78,48.28
Asus,Android,12.7,no,no,8,2,32,4,2070,135,2015,840,128.54,38.57
Asus,Android,13.49,yes,no,13,5,32,4,5000,202,2015,1089,169.85,51.07
Asus,Android,13.49,yes,no,13,5,64,4,3000,170,2015,715,349.91,139.84
Asus,Android,15.24,yes,no,13,5,16,4,3000,190,2015,997,269.76,81.04
Asus,Android,15.24,yes,no,13,5,16,4,3000,190,2015,1014,309.24,92.7
Asus,Android,13.49,yes,no,13,5,32,4,3000,170,2015,880,221.85,66.63
Asus,Android,12.7,no,no,8,5,32,4,2040,140,2015,989,200.21,60.03
Asus,Android,12.7,yes,no,13,5,32,4,2400,140,2015,592,211.56,105.86
Asus,Android,17.78,no,no,8,2,16,4,3500,272,2015,885,159.43,47.91
Asus,Android,12.7,yes,no,8,2,32,4,2500,155.1,2015,568,108.94,54.32
Asus,Android,13.49,yes,no,13,8,32,4,3030,156,2015,777,300.13,120.04
Asus,Android,20.32,yes,no,5,2,32,4,4000,350,2015,747,279.44,111.77
Asus,Android,17.78,no,no,5,0.3,32,4,3450,265,2015,934,142.39,42.69
Asus,Android,13.49,yes,no,13,13,16,4,3000,170,2015,794,280.25,112.02
Asus,Android,12.7,yes,no,8,2,16,4,2500,155,2015,953,181.15,54.53
Asus,Android,13.49,yes,no,13,5,16,4,3000,170,2015,685,249.78,99.93
Asus,Android,13.49,yes,no,13,5,16,4,3000,170,2015,749,299.67,120.02
Asus,Android,17.78,yes,no,5,2,32,4,3950,299,2015,970,219.97,65.93
Asus,Android,10.95,no,no,5,0.3,32,4,2100,150,2015,547,90.36,45.07
Asus,Android,17.78,no,no,5,2,32,4,3950,280,2015,557,160.85,80.44
Asus,Android,13.49,yes,no,13,5,16,4,3000,185,2015,626,399.88,159.9
Asus,Android,12.7,yes,no,8,5,32,4,2500,140,2014,857,79.32,24.04
Asus,Android,12.7,no,no,8,0.3,1024,4,2500,160,2014,860,98.93,29.7
Asus,Android,25.56,no,no,5,0.3,32,4,5000,525,2014,1059,199.92,60.09
Asus,Android,10.95,yes,no,5,2,32,4,2060,148.8,2014,1023,160.57,48.15
Asus,Android,17.78,yes,no,5,2,16,4,3950,279,2014,583,240.46,120.2
Asus,Android,17.78,no,no,5,2,16,4,3950,269,2014,1022,239.98,71.99
Asus,Android,12.7,yes,no,8,2,32,4,2110,145,2014,595,209.4,104.74
Asus,Android,10.95,no,no,8,0.3,32,4,1750,134,2014,772,100.15,40.14
Asus,Android,20.32,yes,no,5,1.2,16,4,4000,299,2014,801,240.57,72.16
Asus,Android,20.32,no,no,5,2,16,4,4000,320,2014,846,149.96,44.92
Asus,Android,17.78,no,no,5,2,32,4,3950,295,2014,731,130.11,51.94
Asus,Android,20.32,no,no,5,2,32,4,2865,328,2014,645,199.85,79.93
Asus,Android,17.78,no,no,2,0.3,32,4,2865,299,2014,766,130.92,52.43
Asus,Android,17.78,no,no,5,2,32,4,2865,299,2014,705,209.56,83.87
Asus,Android,25.56,yes,no,5,1.2,16,4,6600,595,2014,1013,400.19,120.06
Asus,Android,25.56,no,no,2,0.3,32,4,5000,550,2014,800,220.39,66.06
Asus,Android,17.78,no,no,2,0.3,16,4,3910,290,2014,679,100.73,40.31
Asus,Android,12.7,yes,no,13,2,16,4,2300,150,2014,1081,321.5,96.51
Asus,Android,12.7,yes,no,13,2,16,4,2300,150,2014,1013,250.68,75.2
Asus,Android,12.7,yes,no,13,2,16,4,2400,145,2014,956,510.6,153.19
Asus,Android,11.27,no,no,13,1.2,1024,4,1820,126,2014,772,258.53,103.4
Asus,Android,15.24,no,no,13,2,16,4,3230,196,2014,947,200.61,60.27
Asus,Android,15.24,no,no,13,2,16,4,3300,196,2014,665,252.29,100.87
Asus,Android,12.7,no,no,8,2,32,4,2110,145,2015,583,119.17,59.6
Asus,Android,12.7,no,no,8,2,32,4,2110,145,2014,794,128.98,51.63
Asus,Android,10.16,no,no,5,0.3,16,4,2865,115,2014,910,129.79,39.01
Asus,Android,10.95,yes,no,5,2,32,4,2060,150,2014,635,301.02,120.56
Asus,Android,10.16,no,no,8,2,32,4,1170,116,2014,824,210.52,63.22
Asus,Android,10.64,no,no,8,2,16,4,1500,105,2013,604,289.52,115.87
Asus,Android,12.7,yes,no,13,2,16,4,2400,145,2013,654,729.96,291.84
Asus,Android,25.56,no,no,2,1.2,32,4,5070,522,2013,754,251.04,100.48
Asus,Android,20.32,no,no,5,1.2,16,4,3950,350,2013,847,150.67,45.43
Asus,Android,17.78,yes,no,5,1.2,32,4,3950,328,2013,550,222.43,111.13
Asus,Android,17.78,yes,no,5,1.2,16,4,3950,290,2013,1083,231.01,69.2
Asus,Android,15.24,no,no,8,1.2,16,4,3200,210,2013,1040,350.35,105.08
Asus,Android,25.56,no,no,5,1.2,32,4,3950,585,2013,549,400.61,200.41
Asus,Android,17.78,no,no,2,0.3,32,4,3950,302,2013,643,99.65,39.91
Asus,Android,17.78,no,no,5,1.2,16,4,3950,302,2013,674,129.02,51.56
Asus,Android,17.78,no,no,3.15,1.2,32,4,4270,340,2013,869,260.17,78.05
Asus,Android,12.7,yes,no,13,2,32,4,2400,141,2013,614,1000.49,400.3
Asus,Android,25.56,no,no,5,1.2,16,4,3950,580,2013,887,228.6,68.65
Asus,Android,17.78,no,no,1,1.2,32,4,4270,370,2013,753,109.48,44.03
Asus,Android,13.02,yes,no,13,8,32,4,5000,168,2017,593,329.63,164.92
Others,Android,10.95,yes,no,8,0.3,16,4,1840,128,2014,710,80.27,32.14
Others,Android,12.7,yes,no,13,2,16,4,2520,135,2014,933,99.74,29.98
Others,Android,10.95,no,no,13,2,16,4,2100,119,2013,704,200.45,80.15
Others,Android,10.95,no,no,8,2,16,4,2000,135,2013,1011,150.1,44.93
BlackBerry,Android,10.95,yes,no,,8,32,4,3000,156,2018,552,331.06,165.55
BlackBerry,Android,28.42,yes,no,,16,64,4,4000,170,2018,629,348.29,139.37
BlackBerry,Android,28.42,yes,no,,16,64,4,4000,170,2018,383,301.66,194.68
BlackBerry,Android,10.95,yes,no,,8,64,4,3500,168,2018,471,501.42,250.66
BlackBerry,Android,13.49,yes,no,12,8,32,4,4000,167,2017,561,390.05,194.99
BlackBerry,Android,13.49,yes,no,13,8,32,4,3000,178,2017,607,200.65,80.29
BlackBerry,Android,10.95,yes,no,12,8,64,4,3500,180,2017,554,290.61,145.28
BlackBerry,Android,13.49,yes,no,21,8,32,4,3000,165,2016,560,299.26,149.67
BlackBerry,Android,13.02,yes,no,13,8,16,4,2610,135,2016,920,200.16,60.06
BlackBerry,Android,13.34,yes,no,18,2,32,4,3410,192,2015,805,270.78,81.34
BlackBerry,Others,12.7,yes,no,8,2,16,4,2800,170,2015,1094,80.31,23.92
BlackBerry,Others,8.41,yes,no,13,2,16,4,2500,178,2015,903,181.05,54.48
BlackBerry,Others,7.78,yes,no,8,2,64,4,2100,140,2014,617,430.09,172.18
BlackBerry,Others,10.95,yes,no,13,2,32,4,3450,196,2014,582,170.08,85.05
BlackBerry,Others,8.41,yes,no,8,2,16,4,2515,177,2014,831,119.23,35.83
BlackBerry,Others,12.7,no,no,5,1.1,32,4,2500,164,2014,696,89.64,35.92
BlackBerry,Others,10.48,yes,no,8,2,64,4,1800,140,2013,625,389.54,155.74
BlackBerry,Others,12.7,yes,no,8,2,16,4,2880,170,2013,574,141.71,70.87
BlackBerry,Others,6.35,no,no,5,2,512,0.25,1450,120,2013,774,130.24,52.17
BlackBerry,Others,7.78,yes,no,5,2,32,4,2180,120,2013,760,69,27.63
BlackBerry,Others,10.48,yes,no,8,2,16,4,1800,137.5,2013,932,120.4,36.23
BlackBerry,Others,7.78,yes,no,8,2,16,4,2100,139,2013,814,109.81,32.95
Others,Android,13.81,yes,no,12,5,16,4,4180,165,2018,531,96.95,48.48
Others,Android,13.81,yes,no,13,5,64,4,3180,167.5,2017,784,170.48,68.12
Others,Android,13.49,yes,no,13,8,64,4,6180,167.5,2017,720,248.45,99.34
Others,Android,12.7,no,no,13,5,16,4,2800,169,2017,751,70.58,28.19
Others,Android,12.7,yes,no,13,5,16,4,2800,176,2017,872,79.04,23.88
Others,Android,12.7,no,no,13,2,32,4,2800,176,2017,565,58.54,29.29
Others,Android,13.81,no,no,13,5,16,4,3000,174,2018,597,100.49,50.15
Others,Android,12.7,yes,no,13,8,64,4,3000,152,2017,895,168.51,50.59
Others,Android,12.7,no,no,8,2,16,4,2000,150,2016,1083,79.55,23.85
Others,Android,13.49,yes,no,13,5,32,4,3150,142.6,2016,599,240.2,119.79
Others,Android,15.24,yes,no,24,8,64,4,3500,207,2015,858,310.61,93.23
Others,Android,15.24,no,no,8,2,32,4,3000,177,2015,569,110.74,55.21
Others,Android,12.7,no,no,8,2,32,4,5000,180,2015,862,139.96,42.05
Others,Android,12.7,no,no,5,0.3,16,4,2000,156,2015,572,79.17,39.49
Others,Android,12.7,no,no,8,2,32,4,2100,154,2015,789,121.92,48.62
Others,Android,11.43,no,no,8,5,16,4,2100,97,2015,889,189.39,56.87
Others,Android,15.24,yes,no,13,5,16,4,3200,177,2014,740,211.8,84.57
Others,Android,12.7,yes,no,13,5,32,4,2200,164,2014,608,149.55,59.78
Others,Android,17.78,no,no,5,2,32,4,3000,299,2014,1090,131.16,39.37
Others,Android,10.16,no,no,3.15,0.3,16,4,1400,106,2014,856,71.07,21.38
Others,Windows,12.7,no,no,8,2,32,4,2200,139,2014,637,148.95,59.65
Others,Android,12.7,no,no,8,2,16,4,2000,166,2014,1042,110.36,33.1
Others,Android,12.7,no,no,5,0.3,16,4,1800,170,2014,874,80.76,24.14
Others,Android,12.7,no,no,13,5,16,4,2300,129,2014,959,260.7,78.4
Others,Android,12.7,no,no,8,2,32,4,2000,136,2014,979,149.8,44.88
Others,Android,13.49,no,no,16,8,32,4,2500,152,2014,696,290.3,116.3
Others,Android,15.24,no,no,8,2,16,4,3000,206,2014,632,179.61,71.8
Others,Android,10.95,no,no,3.15,0.3,16,4,1800,135,2014,980,68.83,20.77
Others,Android,8.41,no,no,1.3,2,512,0.25,1300,101,2014,1056,70.98,21.4
Others,Android,12.7,no,no,8,2,16,4,2000,155,2014,571,119.44,59.62
Others,Android,12.7,no,no,3.15,2,16,4,2100,174,2014,616,71.38,28.59
Others,Android,13.49,no,no,8,2,16,4,2350,166,2014,976,130.6,39.26
Others,Android,10.95,no,no,8,2,16,4,3000,149,2014,790,189.11,75.71
Others,Android,11.43,no,no,8,5,16,4,2000,135,2014,1024,159.84,47.93
Others,Android,20.32,no,no,5,5,32,4,4500,404,2014,614,359.71,143.91
Others,Android,11.27,no,no,8,5,16,4,1800,109,2014,725,129.13,51.61
Others,Android,12.7,no,no,13,5,16,4,2000,133,2014,639,210.5,84.08
Others,Android,12.7,no,no,12,2,16,4,2000,144,2014,988,139.52,41.95
Others,Android,11.27,no,no,8,2,16,4,1800,125,2013,581,201.63,100.76
Others,Android,12.7,no,no,13,5,32,4,2020,128,2013,1038,240.86,72.4
Others,Android,12.7,no,no,5,0.3,16,4,2000,155,2013,909,89.12,26.8
Others,Android,10.16,no,no,5,0.3,16,4,1600,124,2013,782,79.98,31.9
Others,Android,12.7,no,no,12,5,16,4,2500,158,2013,729,209.77,83.89
Others,Android,13.49,no,no,5,0.3,16,4,2250,184,2013,728,118.44,47.35
Others,Others,5.08,no,no,1.3,0.3,128,0.25,820,80,2013,905,20.93,6.19
Others,Others,5.08,no,no,0.3,0.3,32,0.25,820,80,2013,636,20.95,8.43
Others,Others,6.35,no,no,1.3,0.3,32,0.25,820,90,2013,695,20.93,8.32
Others,Others,3.81,no,no,0.3,0.3,32,0.25,820,65,2013,796,19.54,7.98
Others,Android,12.7,no,no,5,0.3,16,4,2000,128,2013,816,101.07,30.41
Others,Android,10.16,no,no,3.15,0.3,16,4,1500,128,2013,566,79.79,39.81
Others,Android,8.41,no,no,2,0.3,512,0.25,1000,105,2013,897,40.94,12.28
Others,Android,10.95,no,no,5,0.3,16,4,2000,144,2013,1028,101.81,30.52
Others,Android,10.16,no,no,5,0.3,16,4,1600,137,2013,793,100.14,39.9
Others,Android,13.18,no,no,8,2,16,4,2800,190,2013,1006,128.58,38.67
Others,Android,12.7,no,no,8,2,16,4,2000,170,2013,855,129.68,39
Others,Android,12.7,no,no,5,0.3,16,4,2000,170,2013,909,100.64,30.28
Others,Android,8.41,no,no,2,0.3,512,0.25,1500,120,2013,1038,81.22,24.32
Others,Others,6.35,no,no,1.3,0.3,64,0.25,1400,95,2013,729,28.87,11.65
Others,Others,5.72,no,no,0.3,0.3,32,0.25,820,90,2013,883,29.81,8.92
Others,Others,5.08,no,no,1.3,0.3,64,0.25,620,69,2013,990,20.23,6.16
Others,Android,13.81,no,no,12,5,16,4,2600,220,2013,689,230.43,92.35
Others,Android,12.7,no,no,13,5,16,4,2000,145,2013,745,230.91,92.38
Others,Android,11.27,no,no,8,2,16,4,1800,125,2013,902,179.05,53.57
Others,Android,13.18,no,no,8,2,16,4,2200,210,2013,956,159.58,47.84
Others,Android,13.81,no,no,8,1.3,16,4,2800,243,2013,1060,221.01,66.37
Others,Android,10.95,no,no,8,1.3,16,4,1800,148,2013,608,260.39,104.28
Others,Android,10.95,no,no,5,0.3,16,4,1800,145,2013,850,180.45,54.02
Others,Android,23.02,yes,no,12,8,128,4,3100,168,2018,578,391.13,195.55
Others,Android,23.02,yes,no,12,8,64,4,3100,163,2018,586,310.1,155.07
Others,Android,13.49,yes,no,12,8,64,4,3400,183,2018,567,230.53,115.31
Others,Android,13.02,yes,no,12,8,64,4,3100,165,2018,454,189.69,94.94
Others,Android,13.02,yes,no,8,5,16,4,3100,155,2017,819,168.65,50.5
Others,Android,13.02,yes,no,13,5,32,4,3100,155,2017,890,188.7,56.57
Others,Android,13.49,yes,no,12,8,64,4,3400,183,2017,809,260.07,78.12
Others,Android,13.02,yes,no,12,8,64,4,3100,165,2017,756,209.8,83.96
Others,Android,13.02,yes,no,12,8,64,4,3100,158,2017,564,369.35,184.72
Others,Android,13.02,yes,no,16,8,32,4,3100,153,2017,843,290.32,87.21
Others,Android,12.7,yes,no,8,5,16,4,3080,140,2016,789,159.11,63.65
Others,Android,12.7,yes,no,13,5,16,4,3080,140,2016,992,190.11,57.09
Others,Android,12.7,yes,no,16,5,32,4,3050,139,2016,681,219.98,87.96
Others,Android,12.7,yes,no,16,8,16,4,3200,145,2016,546,299.16,149.45
Others,Android,12.7,yes,no,13,5,16,4,2850,139,2015,542,207.7,103.72
Others,Android,12.7,yes,no,13,5,16,4,2900,148,2015,863,231.46,69.45
Others,Android,12.7,yes,no,13,5,16,4,3120,144,2015,889,260.32,78.08
Others,Android,13.49,yes,no,13,5,16,4,3620,162,2015,774,297.34,118.87
Others,Android,10.95,yes,no,8,5,32,4,2470,115,2015,928,179.57,53.9
Others,Android,25.56,no,no,5,2,16,4,7280,470,2015,696,230.39,92.07
Others,Android,10.16,yes,no,8,1.3,16,4,1800,173.8,2013,575,269.77,134.9
Others,Others,5.72,yes,no,2,8,16,4,2300,130,2018,723,110.58,44.23
Others,Android,12.7,yes,no,13,8,32,4,5000,218,2017,745,449.03,179.53
Others,Android,11.27,yes,no,8,2,16,4,4000,200,2017,714,330.18,131.84
Others,Android,13.02,yes,no,16,8,64,4,4500,250,2018,443,899.95,450.12
Others,Android,11.27,yes,no,13,5,32,4,3800,153,2016,930,649.82,194.98
Others,Android,10.95,yes,no,5,2,32,4,3000,181,2015,759,339.78,135.65
Others,Android,11.27,yes,no,8,2,16,4,3000,185,2015,688,440.2,176.04
Others,Others,5.08,no,no,2,2,24,4,1000,101,2015,691,140.93,56.41
Others,Android,11.27,yes,no,8,0.3,32,4,2630,185,2014,1023,459.47,137.82
Others,Android,10.16,no,no,5,0.3,16,4,2000,170,2013,802,249.59,74.94
Others,Others,5.4,no,no,3.15,0.3,128,0.25,1150,136,2013,590,140.16,69.98
Others,Others,5.08,no,no,2,0.3,16,4,1300,161,2013,630,139.88,55.97
Celkon,Android,10.16,no,no,5,1.3,16,4,1400,122,2014,549,80.39,40.19
Celkon,Android,10.16,no,no,5,1.3,16,4,1400,122,2014,1035,80.72,24.2
Celkon,Android,10.16,no,no,5,1.3,16,4,1400,122,2014,573,81.29,40.62
Celkon,Android,12.7,no,no,8,2,16,4,1400,149,2014,995,119.88,35.98
Celkon,Android,12.7,no,no,5,0.3,32,4,1400,147,2014,661,87.72,35.18
Celkon,Android,10.16,no,no,3.15,1.3,512,0.25,1400,115.3,2014,932,59.93,17.93
Celkon,Android,10.95,no,no,8,1.3,16,4,2000,130,2014,1027,100.35,30.06
Celkon,Android,8.41,no,no,3.15,0.3,512,4,1400,102,2014,573,39.81,19.92
Celkon,Android,10.95,no,no,5,1.3,16,4,1400,78.2,2014,985,79.85,23.94
Celkon,Android,12.7,no,no,5,0.3,16,4,1400,140,2013,1059,57.57,17.31
Celkon,Android,10.95,no,no,5,1.3,16,4,1400,140,2013,965,90.51,27.22
Celkon,Android,8.41,no,no,3.15,0.3,512,0.25,1400,140,2013,567,49.68,24.97
Celkon,Others,8.41,no,no,1.3,0.3,256,0.25,1200,140,2013,836,28.49,8.54
Celkon,Others,3.81,no,no,0.3,0.3,256,0.25,2200,140,2013,995,9.13,2.51
Celkon,Others,5.72,no,no,1.3,0.3,256,0.25,1800,140,2013,586,19.14,9.56
Celkon,Others,6.35,no,no,1.3,0.3,256,0.25,1400,140,2013,561,20.61,10.34
Celkon,Others,6.03,no,no,1.3,0.3,256,0.25,1400,140,2013,796,20.56,8.21
Celkon,Others,6.03,no,no,0.3,0.3,256,0.25,1400,140,2013,687,21.51,8.59
Celkon,Android,12.7,no,no,8,1.3,16,4,1400,140,2013,567,90.65,45.08
Celkon,Android,10.16,no,no,3.15,0.3,512,0.25,1400,140,2013,637,48.65,19.51
Celkon,Android,10.16,no,no,3.15,0.3,256,0.25,1400,140,2013,778,58.59,23.4
Celkon,Android,8.41,no,no,1.3,0.3,256,0.25,1400,140,2013,945,51.13,15.19
Celkon,Others,3.81,no,no,0.3,0.3,256,0.25,900,140,2013,890,11.57,3.38
Celkon,Android,12.7,no,no,12,3,16,4,1400,177,2013,779,199.76,79.82
Celkon,Android,10.16,no,no,5,0.3,512,0.25,1400,140,2013,942,70.56,21.23
Celkon,Android,11.27,no,no,8,0.3,256,0.25,1400,140,2013,831,138.5,41.61
Celkon,Others,10.16,no,no,2,0.3,256,0.25,1200,140,2013,635,38.06,15.38
Celkon,Others,8.41,no,no,2,0.3,256,0.25,1200,140,2013,569,38.83,19.48
Celkon,Others,5.72,no,no,1.3,0.3,256,0.25,1800,140,2013,899,19.64,5.76
Celkon,Others,5.72,no,no,1.3,0.3,256,0.25,1500,140,2013,818,29.48,8.7
Celkon,Others,6.03,no,no,1.3,0.3,256,0.25,1400,140,2013,980,39.77,12.04
Celkon,Others,6.03,no,no,1.3,0.3,256,0.25,3000,140,2013,787,29.51,11.96
Celkon,Others,3.81,no,no,0.3,0.3,256,0.25,1100,140,2013,1083,10.68,3.18
Celkon,Others,14.76,no,no,0.3,0.3,256,0.25,1100,140,2013,676,11.43,4.63
Celkon,Android,20.16,no,no,5,0.3,256,0.25,1400,140,2013,857,120.04,35.86
Celkon,Android,20.16,no,no,8,0.3,256,0.25,1400,140,2013,563,132.03,65.82
Celkon,Android,8.41,no,no,3.15,0.3,256,0.25,1400,98,2013,1034,69.37,20.69
Coolpad,Android,15.56,yes,no,,8,64,4,4000,177,2018,655,149.47,59.75
Coolpad,Android,13.49,yes,no,12,13,64,4,3200,152,2017,791,350.39,140.1
Coolpad,Android,12.7,yes,no,13,8,16,4,2500,148,2017,671,119.65,47.84
Coolpad,Android,13.49,yes,no,13,8,64,4,4060,167,2016,851,201.18,60.3
Coolpad,Android,12.7,yes,no,13,8,16,4,2500,148,2017,555,209.36,104.75
Coolpad,Android,13.49,yes,no,16,8,128,4,4070,168,2016,820,421.32,126.54
Coolpad,Android,13.49,yes,no,8,8,16,4,3050,170,2016,646,110.19,44.08
Coolpad,Android,13.49,yes,no,13,8,32,4,4010,173.4,2016,661,182.57,73.23
